method_id,view,n,arm,stratum_id,category,value_kind,planned_cases,null_values,count,mean,min,q25,median,q75,max
cosine_distance_v1,retained_prose,4,middle50,stratum-03,different_account_different_community,raw_distance,40,0,40,0.3566080846152439,0.258956647268037,0.31133319974217266,0.33651865238007894,0.40339092661531006,0.5580564211487756
cosine_distance_v1,function_mask_v1,4,full,stratum-01,same_account_same_community,score,40,0,40,0.0012090962033643516,0.0004217693472327033,0.0008592771623791851,0.001133551378962927,0.0014504608326086632,0.0029828194960430654
cosine_distance_v1,function_mask_v1,4,full,stratum-01,same_account_same_community,raw_distance,40,0,40,0.0012090962033643516,0.0004217693472327033,0.0008592771623791851,0.001133551378962927,0.0014504608326086632,0.0029828194960430654
cosine_distance_v1,function_mask_v1,4,full,stratum-01,different_account_same_community,score,40,0,40,0.00179187721644474,0.0007080576706185449,0.0011247871890282257,0.001611652494868776,0.0020387693474737123,0.004271473799395409
cosine_distance_v1,function_mask_v1,4,full,stratum-01,different_account_same_community,raw_distance,40,0,40,0.00179187721644474,0.0007080576706185449,0.0011247871890282257,0.001611652494868776,0.0020387693474737123,0.004271473799395409
cosine_distance_v1,function_mask_v1,4,full,stratum-01,same_account_different_community,score,40,0,40,0.0012537227363726283,0.00036626442098641743,0.0008101587330776039,0.0010744456246948864,0.0015188721682730943,0.002748902066842418
cosine_distance_v1,function_mask_v1,4,full,stratum-01,same_account_different_community,raw_distance,40,0,40,0.0012537227363726283,0.00036626442098641743,0.0008101587330776039,0.0010744456246948864,0.0015188721682730943,0.002748902066842418
cosine_distance_v1,function_mask_v1,4,full,stratum-01,different_account_different_community,score,40,0,40,0.0019230911567500258,0.0006378343983809431,0.0012520302853098464,0.001513940625830934,0.002433880041149139,0.005463971066350215
cosine_distance_v1,function_mask_v1,4,full,stratum-01,different_account_different_community,raw_distance,40,0,40,0.0019230911567500258,0.0006378343983809431,0.0012520302853098464,0.001513940625830934,0.002433880041149139,0.005463971066350215
cosine_distance_v1,function_mask_v1,4,full,stratum-02,same_account_same_community,score,40,0,40,0.001499642492070713,0.0005525427423979101,0.0008415543623686572,0.0011606514332831441,0.0016123684674785033,0.012819961275889469
cosine_distance_v1,function_mask_v1,4,full,stratum-02,same_account_same_community,raw_distance,40,0,40,0.001499642492070713,0.0005525427423979101,0.0008415543623686572,0.0011606514332831441,0.0016123684674785033,0.012819961275889469
cosine_distance_v1,function_mask_v1,4,full,stratum-02,different_account_same_community,score,40,0,40,0.0023999756884540285,0.0006617997044670032,0.0014610234275121703,0.001991282091074076,0.002865503532932273,0.009303254090348156
cosine_distance_v1,function_mask_v1,4,full,stratum-02,different_account_same_community,raw_distance,40,0,40,0.0023999756884540285,0.0006617997044670032,0.0014610234275121703,0.001991282091074076,0.002865503532932273,0.009303254090348156
